Year,Week,Team Name,Player Name,Pro Team,FPTS,Position,Position2,Position3,FTA,PTS,3PM,BLK,STL,AST,REB,TO,FGM,FGA,FTM
2024,11,For All the bullDawgs,Max Strus,CLE,109,SG,SF,,0,47,11,8,16,26,20,-18,36,-37,0
2024,11,For All the bullDawgs,Bobby Portis,MIL,52,PF,C,,-6,28,1,16,4,2,21,-8,24,-33,3
2024,11,For All the bullDawgs,Clint Capela,ATL,86,C,,,-6,25,0,24,12,0,33,-4,22,-23,3
2024,11,For All the bullDawgs,Caris LeVert,CLE,175,SG,SF,,-12,86,10,4,20,46,15,-12,66,-58,10
2024,11,For All the bullDawgs,Damian Lillard,MIL,146,PG,,,-30,79,5,0,24,56,15,-8,48,-69,26
2024,11,Paulie Gee's,Jaden Ivey,DET,33,PG,SG,,-2,23,4,4,0,10,5,-12,18,-18,1
2024,11,Paulie Gee's,Kawhi Leonard,LAC,36,SF,PF,,-4,19,2,4,4,4,9,-4,14,-15,3
2024,11,Paulie Gee's,Jaime Jaquez Jr.,MIA,91,SF,,,-4,41,2,4,28,22,7,-14,36,-34,3
2024,11,Paulie Gee's,Jalen Duren,DET,108,C,,,-7,42,0,12,0,12,36,-8,36,-21,6
2024,11,Paulie Gee's,Trayce Jackson-Davis,GSW,30,PF,,,-6,14,0,8,4,8,6,-10,10,-8,4
2024,11,Paulie Gee's,Scoot Henderson,POR,96,PG,,,-10,51,7,8,8,54,14,-28,38,-52,6
2024,11,Paulie Gee's,Julius Randle,NYK,173,PF,,,-39,121,8,8,16,28,29,-30,82,-81,31
2024,11,Paulie Gee's,Jeremy Sochan,SAS,57,PG,PF,,-6,21,2,12,8,12,10,-4,14,-17,5
2024,11,Paulie Gee's,Devin Booker,PHO,118,PG,SG,SF,-11,65,8,0,12,44,15,-22,48,-50,9
2024,11,Paulie Gee's,Jalen Green,HOU,69,SG,,,-11,50,8,0,4,16,17,-14,34,-43,8
2024,11,Paulie Gee's,Dereck Lively II,DAL,61,C,,,0,10,0,16,12,12,10,0,10,-9,0
2024,11,New Jersey Eren,Alperen Sengun,HOU,166,C,,,-32,96,0,4,24,36,28,-18,70,-68,26
2024,11,New Jersey Eren,Bojan Bogdanovic,NYK,58,SF,PF,,-4,40,7,0,20,12,8,-16,30,-42,3
2024,11,New Jersey Eren,Shaedon Sharpe,POR,36,SG,SF,,-7,21,3,4,8,2,1,0,14,-14,4
2024,11,New Jersey Eren,Isaiah Hartenstein,NYK,191,PF,C,,-9,42,0,48,36,22,54,-18,36,-26,6
2024,11,New Jersey Eren,Jalen Brunson,NYK,200,PG,SG,,-18,109,13,4,8,74,13,-16,78,-83,18
2024,11,New Jersey Eren,Cam Thomas,BKN,35,SG,,,-9,32,4,0,12,10,7,-8,20,-41,8
2024,11,New Jersey Eren,Desmond Bane,MEM,179,SG,SF,,-11,93,11,4,8,56,17,-18,72,-63,10
2024,11,New Jersey Eren,Jerami Grant,POR,112,PF,,,-13,70,7,12,20,18,5,-14,54,-56,9
2024,11,New Jersey Eren,Fred VanVleet,HOU,154,PG,,,-6,57,14,12,16,64,10,-14,38,-42,5
2024,11,New Jersey Eren,Bennedict Mathurin,IND,70,SG,SF,,-18,45,1,4,8,4,17,-6,32,-29,12
2024,11,New Jersey Eren,Joel Embiid,PHL,114,C,,,-24,61,3,20,8,26,25,-20,40,-43,18
2024,11,New Jersey Eren,Dennis Schroder,BKN,87,PG,,,-12,41,3,0,0,34,13,-2,30,-28,8
2024,11,New Jersey Eren,Rudy Gobert,MIN,95,C,,,-15,37,0,12,12,6,49,-16,30,-27,7
2024,11,New Jersey Eren,Giannis Antetokounmpo,MIL,299,PF,C,,-51,148,4,20,24,56,60,-20,108,-86,36
2024,11,Keegan It Real,Nikola Jokic,DEN,244,C,,,-12,80,2,28,24,80,31,-22,68,-45,10
2024,11,Keegan It Real,Josh Giddey,CHI,55,PG,SG,SF,-6,22,2,4,8,18,11,-8,16,-16,4
2024,11,Keegan It Real,Chet Holmgren,OKC,95,PF,C,,-4,43,5,20,4,22,12,-12,36,-33,2
2024,11,Keegan It Real,Jalen Suggs,ORL,83,PG,SG,,-4,50,13,8,12,20,10,-18,34,-45,3
2024,11,Keegan It Real,Deni Avdija,WAS,65,SF,PF,,-5,30,3,0,12,20,16,-14,24,-24,3
2024,11,Keegan It Real,Tari Eason,HOU,37,SF,,,0,17,1,0,12,2,4,0,16,-15,0
2024,11,Keegan It Real,Karl-Anthony Towns,MIN,101,PF,C,,-18,68,4,12,0,18,21,-16,48,-52,16
2024,11,Keegan It Real,Devin Vassell,SAS,131,SG,SF,,-5,67,11,4,20,20,10,-4,52,-48,4
2024,11,Keegan It Real,De'Aaron Fox,SAC,107,PG,,,-15,72,5,8,16,42,13,-24,56,-77,11
2024,11,Keegan It Real,Scottie Barnes,TOR,138,SF,PF,,-11,66,7,16,16,44,14,-16,50,-57,9
2024,11,Keegan It Real,Victor Wembanyama,SAS,156,PF,C,,-21,71,6,56,8,10,26,-18,48,-47,17
2024,11,Keegan It Real,Keegan Murray,SAC,118,SF,PF,,-9,64,8,0,24,8,28,-8,50,-53,6
2024,11,Keegan It Real,Jamal Murray,DEN,199,PG,,,-25,107,9,8,24,52,17,-12,76,-79,22
2024,11,Keegan It Real,Mikal Bridges,BKN,113,SG,SF,,-22,87,9,8,4,22,19,-24,58,-68,20
2024,11,Keegan It Real,Jonathan Kuminga,GSW,78,PF,,,-15,46,1,8,0,18,16,-12,32,-29,13
2024,11,Pooh Shaisty,Coby White,CHI,87,PG,SG,,-8,48,9,4,0,28,14,-16,32,-31,7
2024,11,Pooh Shaisty,Kevin Durant,PHO,44,SF,PF,,-1,23,0,4,0,10,10,-2,22,-23,1
2024,11,Pooh Shaisty,Tobias Harris,PHL,14,SF,PF,,-1,5,1,0,0,8,3,0,4,-6,0
2024,11,Pooh Shaisty,Keldon Johnson,SAS,76,SF,,,-11,51,6,0,8,14,20,-8,36,-49,9
2024,11,Pooh Shaisty,Jaren Jackson Jr.,MEM,194,PF,C,,-18,93,13,48,16,16,30,-18,64,-66,16
2024,11,Pooh Shaisty,Klay Thompson,GSW,145,SG,SF,,-6,83,15,16,8,24,9,-10,62,-62,6
2024,11,Pooh Shaisty,Jordan Clarkson,UTA,119,SG,,,-23,76,5,0,16,44,23,-36,50,-57,21
2024,11,Pooh Shaisty,Jonas Valanciunas,NOP,73,C,,,-2,32,2,8,0,10,30,-10,28,-27,2
2024,11,Pooh Shaisty,Trae Young,ATL,114,PG,,,-26,68,5,4,20,52,10,-28,42,-54,21
2024,11,Pooh Shaisty,Nic Claxton,BKN,156,PF,C,,-12,59,0,32,16,14,40,-18,52,-34,7
2024,11,Pooh Shaisty,Saddiq Bey,ATL,54,SF,PF,,-7,26,4,4,4,8,15,0,16,-22,6
2024,11,Pooh Shaisty,Malik Beasley,MIL,45,SG,,,0,33,9,0,0,2,8,-8,24,-23,0
2024,11,Pooh Shaisty,Shai Gilgeous-Alexander,OKC,173,PG,SG,,-34,103,7,0,4,42,28,-8,72,-65,24
2024,11,Pooh Shaisty,Chris Paul,GSW,26,PG,,,-1,9,1,0,0,12,4,0,8,-7,0
2024,11,I Watch Basketbal,Ausar Thompson,DET,14,SG,SF,,-2,5,0,0,0,8,5,-2,4,-5,1
2024,11,I Watch Basketbal,Brandon Ingram,NOP,129,SF,PF,,-14,58,4,8,12,48,14,-14,42,-41,12
2024,11,I Watch Basketbal,Brandon Miller,CHA,14,SG,SF,,-2,15,3,0,0,2,5,-4,10,-17,2
2024,11,I Watch Basketbal,Jarrett Allen,CLE,190,C,,,-21,74,0,16,16,32,58,-12,56,-47,18
2024,11,I Watch Basketbal,Luka Doncic,DAL,155,PG,,,-28,94,12,0,12,54,18,-22,62,-67,20
2024,11,I Watch Basketbal,Stephen Curry,GSW,171,PG,,,-28,101,13,12,24,44,13,-20,64,-76,24
2024,11,I Watch Basketbal,Eric Gordon,PHO,16,SG,SF,,-5,12,2,0,4,2,3,-2,8,-10,2
2024,11,I Watch Basketbal,Duncan Robinson,MIA,45,SG,SF,,-8,32,7,4,8,14,2,-10,18,-29,7
2024,11,I Watch Basketbal,Grayson Allen,PHO,147,SG,,,-3,69,17,20,16,28,12,-14,50,-50,2
2024,11,I Watch Basketbal,Terry Rozier,MIA,25,PG,SG,,-4,15,1,0,4,14,4,-6,10,-17,4
2024,11,I Watch Basketbal,LeBron James,LAL,133,SF,PF,,-13,69,5,0,24,46,19,-20,56,-61,8
2024,11,I Watch Basketbal,Ivica Zubac,LAC,126,C,,,-10,49,0,20,0,12,42,-8,40,-28,9
2024,11,I Watch Basketbal,Khris Middleton,MIL,129,SF,,,-9,62,8,8,12,46,15,-24,48,-43,6
2024,11,I Watch Basketbal,Herbert Jones,NOP,98,SF,PF,,-6,48,8,16,16,14,10,-14,34,-34,6
2024,11,I Watch Basketbal,Jabari Smith Jr.,HOU,81,PF,C,,-10,37,7,8,8,8,33,-12,22,-28,8
2024,11,I Watch Basketbal,Kentavious Caldwell-Pope,DEN,58,SG,SF,,-3,26,3,8,12,8,7,-8,20,-18,3
2024,12,Team Chigga,Daniel Gafford,DAL,103,PF,C,,-11,31,0,36,12,6,23,-8,22,-17,9
2024,12,Team Chigga,Tyrese Haliburton,IND,19,PG,SG,,0,7,1,0,0,12,2,-4,6,-5,0
2024,12,Team Chigga,OG Anunoby,NYK,105,SF,,,-7,51,6,28,8,8,15,-12,40,-37,5
2024,12,Team Chigga,Kyle Lowry,PHL,25,PG,,,-2,6,1,12,0,8,7,-6,4,-6,1
2024,12,Team Chigga,Naz Reid,MIN,117,PF,C,,-9,54,9,12,16,14,24,-10,40,-38,5
2024,12,Team Chigga,Aaron Gordon,DEN,85,PF,,,-11,47,2,0,4,18,20,-12,38,-28,7
2024,12,Team Chigga,Donte DiVincenzo,NYK,71,SG,,,-3,32,8,0,24,14,7,-8,22,-27,2
2024,12,Team Chigga,Jusuf Nurkic,PHO,84,C,,,-12,31,1,4,20,10,28,-6,22,-22,8
2024,12,Team Chigga,Nikola Vucevic,CHI,177,C,,,-3,77,5,20,4,28,48,-10,70,-64,2
2024,12,Team Chigga,Jayson Tatum,BOS,121,SF,PF,,-25,79,10,4,8,20,13,-8,48,-49,21
2024,12,Team Chigga,Markelle Fultz,ORL,8,PG,SG,,0,4,0,0,0,4,3,0,4,-7,0
2024,12,Team Chigga,Bogdan Bogdanovic,ATL,85,SG,SF,,-4,39,6,0,32,16,10,-6,30,-41,3
2024,12,Team Chigga,Kevin Love,MIA,10,PF,C,,-1,5,1,0,4,2,3,-2,4,-6,0
2024,12,Team Chigga,Paul George,LAC,179,SG,SF,PF,-10,107,20,4,20,20,21,-12,78,-78,9
2024,12,Team Chigga,Mike Conley,MIN,93,PG,,,-2,26,8,0,12,50,9,-6,16,-22,2
2024,12,Team Chigga,Marcus Smart,MEM,41,PG,SG,,-1,23,4,0,8,2,4,-2,18,-16,1
2024,12,Team Chigga,Derrick White,BOS,87,PG,SG,,-5,37,6,8,8,34,14,-6,26,-40,5
2024,12,Team Chigga,Dennis Smith Jr.,BKN,18,PG,,,0,2,0,4,0,10,4,-2,2,-2,0
2024,12,For All the bullDawgs,Myles Turner,IND,123,C,,,-11,58,2,20,16,18,32,-20,48,-48,8
2024,12,For All the bullDawgs,James Harden,LAC,148,PG,SG,,-14,58,9,8,16,76,14,-26,36,-42,13
2024,12,For All the bullDawgs,Kyrie Irving,DAL,190,PG,SG,,-23,110,13,4,28,40,17,-18,76,-78,21
2024,12,For All the bullDawgs,Max Strus,CLE,-2,SG,SF,,0,0,0,0,0,0,0,0,0,-2,0
2024,12,For All the bullDawgs,Bobby Portis,MIL,114,PF,C,,-4,68,9,0,4,2,33,-6,56,-51,3
2024,12,For All the bullDawgs,Clint Capela,ATL,32,C,,,-4,11,0,8,4,2,13,0,10,-13,1
2024,12,For All the bullDawgs,Caris LeVert,CLE,31,SG,SF,,-12,21,3,8,4,2,3,-2,10,-14,8
2024,12,For All the bullDawgs,Damian Lillard,MIL,131,PG,,,-19,77,10,0,8,38,14,-10,48,-54,19
2024,12,Keegan It Real,Nikola Jokic,DEN,182,C,,,-18,79,2,8,12,58,33,-30,62,-39,15
2024,12,Keegan It Real,Josh Giddey,CHI,149,PG,SG,SF,-9,43,3,12,16,54,31,-8,32,-33,8
2024,12,Keegan It Real,Chet Holmgren,OKC,186,PF,C,,-13,88,7,28,8,26,25,-8,74,-56,7
2024,12,Keegan It Real,Jalen Suggs,ORL,23,PG,SG,,0,11,1,12,0,0,4,-2,10,-13,0
2024,12,Keegan It Real,Tre Jones,SAS,83,PG,,,-8,36,4,0,4,22,12,-2,24,-17,8
2024,12,Keegan It Real,Deni Avdija,WAS,83,SF,PF,,-11,36,3,4,8,26,18,-14,24,-20,9
2024,12,Keegan It Real,Simone Fontecchio,DET,15,SF,,,0,5,1,4,4,2,3,-2,4,-6,0
2024,12,Keegan It Real,Karl-Anthony Towns,MIN,194,PF,C,,-17,93,12,0,28,34,33,-14,66,-56,15
2024,12,Keegan It Real,Scottie Barnes,TOR,112,SF,PF,,-16,57,6,28,0,30,13,-14,44,-43,7
2024,12,Keegan It Real,Devin Vassell,SAS,61,SG,SF,,-10,33,3,0,16,24,10,-10,22,-35,8
2024,12,Keegan It Real,De'Aaron Fox,SAC,151,PG,,,-22,98,11,4,28,32,11,-24,70,-74,17
2024,12,Keegan It Real,Victor Wembanyama,SAS,90,PF,C,,-11,42,2,8,0,22,23,-6,30,-30,10
2024,12,Keegan It Real,Keegan Murray,SAC,154,SF,PF,,-2,76,11,24,8,16,20,-6,64,-58,1
2024,12,Keegan It Real,Jamal Murray,DEN,111,PG,,,-9,62,5,8,8,46,4,-22,50,-48,7
2024,12,Keegan It Real,Mikal Bridges,BKN,25,SG,SF,,-13,26,2,0,4,2,6,-8,12,-18,12
2024,12,Who Invited This Kid?,Amen Thompson,HOU,13,SG,,,-3,5,0,4,4,2,2,-4,2,-2,3
2024,12,Who Invited This Kid?,Onyeka Okongwu,ATL,79,C,,,-10,34,0,20,0,6,22,-8,26,-19,8
2024,12,Who Invited This Kid?,Jordan Poole,WAS,91,PG,SG,,-11,52,6,0,12,24,4,-4,38,-38,8
2024,12,Who Invited This Kid?,Buddy Hield,PHL,39,SG,SF,,0,15,3,4,4,14,7,-4,12,-16,0
2024,12,Who Invited This Kid?,Tyus Jones,WAS,72,PG,,,-2,29,4,4,12,26,4,-8,24,-22,1
2024,12,Who Invited This Kid?,RJ Barrett,TOR,111,SG,SF,,-3,51,5,12,12,22,22,-18,44,-38,2
2024,12,Who Invited This Kid?,Immanuel Quickley,TOR,100,PG,SG,,-16,61,9,0,4,22,12,-6,38,-38,14
2024,12,Who Invited This Kid?,Collin Sexton,UTA,158,PG,SG,,-22,88,9,4,16,34,8,-8,58,-50,21
2024,12,Who Invited This Kid?,LaMelo Ball,CHA,93,PG,SG,,-16,49,6,0,32,20,13,-16,28,-38,15
2024,12,Who Invited This Kid?,Domantas Sabonis,SAC,245,PF,C,,-14,96,3,8,16,80,45,-28,80,-54,13
2024,12,Who Invited This Kid?,Keyonte George,UTA,34,PG,SG,,-1,19,4,0,0,8,6,-4,14,-13,1
2024,12,Who Invited This Kid?,Pascal Siakam,IND,78,PF,C,,-11,52,8,4,0,10,8,-6,36,-31,8
2024,12,Who Invited This Kid?,Anthony Edwards,MIN,120,SG,SF,,-21,77,5,4,12,36,22,-30,54,-57,18
2024,12,Who Invited This Kid?,Trey Murphy III,NOP,22,SG,SF,,0,6,2,0,8,8,3,0,4,-9,0
2024,12,Who Invited This Kid?,Paolo Banchero,ORL,99,SF,PF,,-17,63,2,12,12,34,19,-20,52,-67,9
2024,12,NYC Chopp Cheese,CJ McCollum,NOP,75,PG,SG,,-4,26,5,4,12,30,8,-4,18,-23,3
2024,12,NYC Chopp Cheese,T.J. McConnell,IND,98,PG,,,-2,25,0,4,20,54,8,-12,24,-24,1
2024,12,NYC Chopp Cheese,Austin Reaves,LAL,86,SG,SF,,-13,43,4,0,8,30,8,-8,28,-25,11
2024,12,NYC Chopp Cheese,Jalen Johnson,ATL,116,SF,PF,,-9,46,5,16,12,26,26,-16,34,-31,7
2024,12,NYC Chopp Cheese,Spencer Dinwiddie,LAL,9,PG,SG,,0,2,0,0,0,6,2,0,2,-3,0
2024,12,NYC Chopp Cheese,Bam Adebayo,MIA,184,C,,,-28,92,0,16,4,46,44,-20,70,-62,22
2024,12,NYC Chopp Cheese,Kelly Oubre Jr.,PHL,10,SF,PF,,-2,7,0,0,4,4,3,-2,6,-11,1
2024,12,NYC Chopp Cheese,Jalen Williams,OKC,181,SG,SF,PF,-8,77,4,8,12,56,29,-16,66,-54,7
2024,12,NYC Chopp Cheese,Dejounte Murray,ATL,117,PG,SG,,-8,67,9,0,16,24,14,-12,50,-51,8
2024,12,NYC Chopp Cheese,Donovan Mitchell,CLE,73,PG,SG,,-13,45,4,0,16,12,12,-14,30,-30,11
2024,12,NYC Chopp Cheese,Walker Kessler,UTA,105,C,,,-10,32,0,28,16,4,22,-2,28,-17,4
2024,12,NYC Chopp Cheese,Brandin Podziemski,GSW,67,SG,,,-2,28,3,0,8,14,13,0,24,-22,1
2024,12,NYC Chopp Cheese,Andre Drummond,CHI,88,C,,,-8,37,0,8,12,6,29,-10,32,-23,5
2024,12,NYC Chopp Cheese,Cameron Johnson,BKN,-1,SF,PF,,-2,3,1,0,4,2,2,-6,2,-7,0
2024,12,NYC Chopp Cheese,Jaylen Brown,BOS,189,SG,SF,,-28,117,11,12,16,20,26,-20,84,-71,22
2024,12,Pooh Shaisty,Coby White,CHI,173,PG,SG,,-19,97,14,8,0,48,16,-12,68,-62,15
2024,12,Pooh Shaisty,Kevin Durant,PHO,129,SF,PF,,-13,69,7,8,12,26,17,-14,50,-45,12
2024,12,Pooh Shaisty,Keldon Johnson,SAS,94,SF,,,-16,53,7,8,12,18,7,-8,30,-33,16
2024,12,Pooh Shaisty,Tobias Harris,PHL,115,SF,PF,,-13,69,4,4,12,14,17,-8,52,-49,13
2024,12,Pooh Shaisty,Jaren Jackson Jr.,MEM,26,PF,C,,-10,21,1,4,4,2,6,-2,12,-20,8
2024,12,Pooh Shaisty,Klay Thompson,GSW,104,SG,SF,,-7,64,16,8,4,22,13,-12,42,-52,6
2024,12,Pooh Shaisty,Jordan Clarkson,UTA,154,SG,,,-14,90,11,8,0,48,11,-12,66,-67,13
2024,12,Pooh Shaisty,Jonas Valanciunas,NOP,124,C,,,-17,52,3,12,8,20,27,0,36,-30,13
2024,12,Pooh Shaisty,Trae Young,ATL,102,PG,,,-26,62,6,8,16,54,6,-22,34,-58,22
2024,12,Pooh Shaisty,Nic Claxton,BKN,24,PF,C,,-2,13,0,0,4,2,11,-8,12,-9,1
2024,12,Pooh Shaisty,Saddiq Bey,ATL,84,SF,PF,,-16,48,6,0,20,6,21,-4,28,-39,14
2024,12,Pooh Shaisty,Malik Beasley,MIL,135,SG,,,-4,67,17,4,16,16,16,-4,46,-43,4
2024,12,Pooh Shaisty,Shai Gilgeous-Alexander,OKC,247,PG,SG,,-35,128,5,16,28,48,19,-16,92,-69,31
2024,12,New Jersey Eren,Alperen Sengun,HOU,171,C,,,-22,95,1,0,40,22,35,-24,80,-70,14
2024,12,New Jersey Eren,Bojan Bogdanovic,NYK,77,SF,PF,,-3,45,7,0,16,8,7,-14,36,-27,2
2024,12,New Jersey Eren,Shaedon Sharpe,POR,37,SG,SF,,-1,16,1,4,8,10,10,-4,14,-22,1
2024,12,New Jersey Eren,Isaiah Hartenstein,NYK,127,PF,C,,-12,25,0,20,24,16,49,-10,16,-10,9
2024,12,New Jersey Eren,Jalen Brunson,NYK,67,PG,SG,,-15,42,3,0,4,30,5,-8,26,-33,13
2024,12,New Jersey Eren,Desmond Bane,MEM,64,SG,SF,,-16,47,5,0,4,14,10,-4,28,-38,14
2024,12,New Jersey Eren,Fred VanVleet,HOU,206,PG,,,-12,77,14,32,12,72,16,-6,52,-62,11
2024,12,New Jersey Eren,Jerami Grant,POR,60,PF,,,-9,43,4,4,12,6,4,-2,32,-41,7
2024,12,New Jersey Eren,Bennedict Mathurin,IND,90,SG,SF,,-25,69,6,0,12,16,15,-20,42,-46,21
2024,12,New Jersey Eren,Zach LaVine,CHI,171,SG,SF,,-17,69,11,16,16,52,30,-18,44,-46,14
2024,12,New Jersey Eren,De'Anthony Melton,PHL,15,PG,SG,,0,6,2,0,4,6,4,-2,4,-9,0
2024,12,New Jersey Eren,Dennis Schroder,BKN,78,PG,,,-7,44,7,0,4,28,3,-10,30,-28,7
2024,12,New Jersey Eren,Rudy Gobert,MIN,147,C,,,-28,60,0,36,4,2,47,-8,42,-26,18
2024,12,New Jersey Eren,Giannis Antetokounmpo,MIL,157,PF,C,,-28,76,0,4,16,54,32,-24,58,-49,18
2024,12,The Bronx Orthodox Church,Lonnie Walker IV,BKN,41,SG,SF,,0,20,4,4,4,4,3,-2,16,-12,0
2024,12,The Bronx Orthodox Church,D'Angelo Russell,LAL,74,PG,SG,,-3,39,6,8,4,16,3,-6,30,-26,3
2024,12,The Bronx Orthodox Church,Malik Monk,SAC,157,SG,SF,,-23,83,7,20,12,48,14,-14,58,-66,18
2024,12,The Bronx Orthodox Church,Anfernee Simons,POR,65,PG,SG,,-18,59,12,4,0,26,14,-24,32,-55,15
2024,12,The Bronx Orthodox Church,Cole Anthony,ORL,1,PG,,,0,2,0,0,0,0,1,0,2,-4,0
2024,12,The Bronx Orthodox Church,Russell Westbrook,LAC,101,PG,,,-11,39,3,0,16,50,12,-10,28,-34,8
2024,12,The Bronx Orthodox Church,Kristaps Porzingis,BOS,116,PF,C,,-9,42,4,28,8,32,14,-8,30,-33,8
2024,12,The Bronx Orthodox Church,Miles Bridges,CHA,139,SF,PF,,-11,82,10,8,16,24,31,-24,62,-69,10
2024,12,The Bronx Orthodox Church,Kyle Kuzma,WAS,109,SF,PF,,-12,62,3,4,8,28,32,-16,48,-59,11
2024,12,The Bronx Orthodox Church,Malcolm Brogdon,POR,11,PG,SG,,-4,11,2,0,0,6,3,-4,6,-12,3
2024,12,The Bronx Orthodox Church,Anthony Davis,LAL,147,PF,C,,-21,69,2,28,8,36,31,-24,48,-49,19
2024,12,The Bronx Orthodox Church,Bruce Brown,TOR,112,SG,SF,,-8,46,4,4,16,32,20,-8,36,-36,6
2024,12,The Bronx Orthodox Church,Brook Lopez,MIL,122,C,,,-2,43,6,28,0,24,22,-4,36,-32,1
2024,12,The Bronx Orthodox Church,Michael Porter Jr.,DEN,111,SF,,,-3,50,10,12,8,14,22,-6,38,-36,2
2024,12,The Bronx Orthodox Church,Jrue Holiday,BOS,57,PG,SG,,-4,29,3,4,8,18,15,-8,22,-34,4
2024,12,The Bronx Orthodox Church,Lauri Markkanen,UTA,148,SF,PF,,-28,77,9,8,12,18,30,-6,42,-40,26
2024,12,Paulie Gee's,Kawhi Leonard,LAC,213,SF,PF,,-13,94,7,20,40,34,22,-10,74,-68,13
2024,12,Paulie Gee's,Jaime Jaquez Jr.,MIA,113,SF,,,-17,69,4,0,12,22,21,-16,52,-47,13
2024,12,Paulie Gee's,Jalen Duren,DET,105,C,,,-3,52,0,4,8,16,30,-12,50,-42,2
2024,12,Paulie Gee's,Scoot Henderson,POR,82,PG,,,-24,62,6,0,20,38,18,-30,42,-64,14
2024,12,Paulie Gee's,DeMar DeRozan,CHI,165,SG,SF,,-20,96,8,4,12,40,22,-10,70,-75,18
2024,12,Paulie Gee's,Julius Randle,NYK,126,PF,,,-17,76,5,8,8,36,24,-24,56,-61,15
2024,12,Paulie Gee's,Tyrese Maxey,PHL,112,PG,SG,,-15,56,7,8,28,26,11,-12,36,-46,13
2024,12,Paulie Gee's,Devin Booker,PHO,137,PG,SG,SF,-14,85,5,0,12,34,11,-18,66,-58,14
2024,12,Paulie Gee's,Zion Williamson,NOP,86,PF,,,-11,49,0,4,4,24,11,-10,42,-34,7
2024,12,I Watch Basketbal,Ausar Thompson,DET,32,SG,SF,,-1,7,0,4,12,2,16,-4,6,-11,1
2024,12,I Watch Basketbal,Brandon Ingram,NOP,36,SF,PF,,-4,22,1,0,4,14,9,-8,18,-23,3
2024,12,I Watch Basketbal,Brandon Miller,CHA,33,SG,SF,,-4,20,4,0,8,14,9,-8,14,-26,2
2024,12,I Watch Basketbal,Luka Doncic,DAL,50,PG,,,-15,31,2,0,12,12,6,-6,18,-21,11
2024,12,I Watch Basketbal,Jarrett Allen,CLE,55,C,,,-6,12,0,16,8,8,12,-2,6,-5,6
2024,12,I Watch Basketbal,Stephen Curry,GSW,74,PG,,,-9,42,9,0,8,30,6,-8,24,-37,9
2024,12,I Watch Basketbal,Duncan Robinson,MIA,116,SG,SF,,-6,59,11,4,20,32,12,-14,42,-50,6
2024,12,I Watch Basketbal,Grayson Allen,PHO,58,SG,,,-13,33,6,8,0,12,12,-10,14,-17,13
2024,12,I Watch Basketbal,Terry Rozier,MIA,177,PG,SG,,-28,103,17,8,12,38,14,-4,60,-69,26
2024,12,I Watch Basketbal,LeBron James,LAL,73,SF,PF,,-13,32,2,4,8,42,10,-14,22,-28,8
2024,12,I Watch Basketbal,Ivica Zubac,LAC,102,C,,,-8,37,0,16,4,12,30,-4,32,-22,5
2024,12,I Watch Basketbal,Khris Middleton,MIL,128,SF,,,-8,52,7,8,16,50,8,-12,38,-38,7
2024,12,I Watch Basketbal,Herbert Jones,NOP,85,SF,PF,,-6,35,7,20,4,16,11,-6,24,-24,4
2024,12,I Watch Basketbal,Jabari Smith Jr.,HOU,101,PF,C,,-8,56,6,12,4,8,38,-12,42,-53,8
2024,12,I Watch Basketbal,Luguentz Dort,OKC,77,SG,SF,,-12,44,7,12,8,8,11,-8,28,-30,9
2024,13,Keegan It Real,Nikola Jokic,DEN,209,C,,,-22,101,2,12,12,40,43,-16,80,-62,19
2024,13,Keegan It Real,Josh Giddey,CHI,103,PG,SG,SF,-7,42,4,4,8,34,27,-6,32,-41,6
2024,13,Keegan It Real,Chet Holmgren,OKC,126,PF,C,,-14,47,4,40,8,32,23,-14,32,-43,11
2024,13,Keegan It Real,Jalen Suggs,ORL,74,PG,SG,,-10,47,7,4,8,16,15,-14,32,-39,8
2024,13,Keegan It Real,Tre Jones,SAS,118,PG,,,-3,26,1,0,24,70,13,-12,22,-26,3
2024,13,Keegan It Real,Deni Avdija,WAS,92,SF,PF,,-14,47,2,12,4,24,25,-16,34,-37,11
2024,13,Keegan It Real,Karl-Anthony Towns,MIN,104,PF,C,,-15,60,8,8,0,16,24,-10,38,-39,14
2024,13,Keegan It Real,De'Aaron Fox,SAC,96,PG,,,-14,57,9,0,12,24,8,-4,40,-44,8
2024,13,Keegan It Real,Scottie Barnes,TOR,160,SF,PF,,-13,70,3,24,28,46,31,-36,58,-60,9
2024,13,Keegan It Real,Devin Vassell,SAS,120,SG,SF,,-13,63,8,4,16,38,16,-14,46,-53,9
2024,13,Keegan It Real,Victor Wembanyama,SAS,153,PF,C,,-11,77,5,48,8,14,26,-28,64,-58,8
2024,13,Keegan It Real,Keegan Murray,SAC,88,SF,PF,,-7,45,4,8,12,6,13,-4,36,-30,5
2024,13,Keegan It Real,Jamal Murray,DEN,131,PG,,,-7,71,7,4,0,44,16,-8,58,-60,6
2024,13,Keegan It Real,Mikal Bridges,BKN,177,SG,SF,,-16,90,13,16,20,40,20,-14,64,-69,13
2024,13,Pooh Shaisty,Coby White,CHI,20,PG,SG,,-9,18,1,8,4,6,4,-14,10,-15,7
2024,13,Pooh Shaisty,Keldon Johnson,SAS,74,SF,,,-16,54,5,0,8,12,21,-14,38,-45,11
2024,13,Pooh Shaisty,Tobias Harris,PHL,73,SF,PF,,-8,34,4,8,4,12,8,-2,22,-17,8
